Name,Condition,Price,Location,Link,Description,Car_code,Năm sản xuất:,Tình trạng:,Xuất xứ:,Kiểu dáng:,Động cơ:,Màu ngoại thất:,Màu nội thất:,Số chỗ ngồi:,Số cửa:,Số Km đã đi:
Ford Ranger Wildtrak 2.0L 4x4 AT - 2023, Xe mới,907 Triệu,TP HCM,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2023-4516571," *Xe lắp ráp trong nước, màu vàng, máy dầu 2.0 L, số tự động ... ",Mã: 4516571,2023.0,Xe mới,Lắp ráp trong nước,Bán tải / Pickup,Dầu  2.0 L,Vàng,Đen,5 chỗ,4 cửa,
Ford Territory Titanium 1.5 AT - 2024, Xe mới,909 Triệu,TP HCM,https://bonbanh.com/xe-ford-territory-titanium-1.5-at-2024-5109449," *Xe lắp ráp trong nước, màu nâu, máy xăng 1.5 L, số tự động ... ",Mã: 5109449,2024.0,Xe mới,Lắp ráp trong nước,SUV,Xăng  1.5 L,Nâu,Đen,5 chỗ,5 cửa,
Mazda 2 Luxury - 2024, Xe mới,499 Triệu,TP HCM,https://bonbanh.com/xe-mazda-2-luxury-2024-5312270," *Xe nhập khẩu, màu đỏ, máy xăng 1.5 L, số tự động ... ",Mã: 5312270,2024.0,Xe mới,Nhập khẩu,Sedan,Xăng  1.5 L,Đỏ,Đen,5 chỗ,4 cửa,
Mitsubishi Xpander 1.5 AT - 2020, Xe cũ,515 Triệu,Bình Dương,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2020-5124804," *Xe nhập khẩu, màu trắng, máy xăng 1.5 L, số tự động, đã đi 60,000 km ... ",Mã: 5124804,2020.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  1.5 L,Trắng,Đen,7 chỗ,5 cửa,"60,000 Km"
Toyota Fortuner 2.7V 4x2 AT - 2017, Xe cũ,680 Triệu,Hải Phòng,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2017-5345289," *Xe nhập khẩu, màu đen, máy xăng 2.7 L, số tự động, đã đi 10,000 km ... ",Mã: 5345289,2017.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  2.7 L,Đen,Nâu,7 chỗ,5 cửa,"10,000 Km"
Lamborghini Huracan LP610 Coupe - 2014, Xe cũ,8 Tỷ 999 Triệu,TP HCM,https://bonbanh.com/xe-lamborghini-huracan-lp610-coupe-2014-5377063," *Xe nhập khẩu, màu cam, máy xăng 5.2 L, số tự động, đã đi 29,000 km ... ",Mã: 5377063,2014.0,Xe đã dùng,Nhập khẩu,Coupe,Xăng  5.2 L,Cam,Đen,2 chỗ,2 cửa,"29,000 Km"
Mercedes Benz GLC 200 4Matic - 2023, Xe cũ,2 Tỷ 299 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2023-5312327," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, đã đi 2,000 km ... ",Mã: 5312327,2023.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.0 L,Trắng,Nâu,5 chỗ,5 cửa,"2,000 Km"
Honda Civic 1.8 AT - 2009, Xe cũ,270 Triệu,TP HCM,https://bonbanh.com/xe-honda-civic-1.8-at-2009-5441093," *Xe lắp ráp trong nước, màu đen, máy xăng 1.8 L, số tự động, đã đi 150,000 km ... ",Mã: 5441093,2009.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.8 L,Đen,Kem,5 chỗ,4 cửa,"150,000 Km"
Mitsubishi Xpander 1.5 AT - 2019, Xe cũ,476 Triệu,Hải Phòng,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2019-5388117," *Xe nhập khẩu, màu bạc, máy xăng 1.5 L, số tự động, đã đi 72,000 km ... ",Mã: 5388117,2019.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  1.5 L,Bạc,Kem,7 chỗ,5 cửa,"72,000 Km"
Ford Everest Sport 2.0L 4x2 AT - 2023, Xe mới,1 Tỷ 68 Triệu,Hà Nội,https://bonbanh.com/xe-ford-everest-sport-2.0l-4x2-at-2023-5287554," *Xe nhập khẩu, màu trắng, máy dầu 2.0 L, số tự động ... ",Mã: 5287554,2023.0,Xe mới,Nhập khẩu,SUV,Dầu  2.0 L,Trắng,Đen,7 chỗ,5 cửa,
Rolls Royce Ghost Series II - 2015, Xe cũ,11 Tỷ 800 Triệu,Hà Nội,https://bonbanh.com/xe-rolls_royce-ghost-series-ii-2015-5382950," *Xe nhập khẩu, màu đen, máy xăng 6.6 L, số tự động, đã đi 50,000 km ... ",Mã: 5382950,2015.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  6.6 L,Đen,Kem,4 chỗ,4 cửa,"50,000 Km"
Suzuki Super Carry Van Blind Van - 2022, Xe mới,210 Triệu,TP HCM,https://bonbanh.com/xe-suzuki-super_carry_van-blind-van-2022-5331587," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.0 L, số tay ... ",Mã: 5331587,2022.0,Xe mới,Lắp ráp trong nước,Van/Minivan,Xăng  1.0 L,Trắng,Đen,2 chỗ,5 cửa,
Mazda CX5 Premium Sport 2.0 AT - 2024, Xe mới,859 Triệu,TP HCM,https://bonbanh.com/xe-mazda-cx5-premium-sport-2.0-at-2024-5088003," *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động ... ",Mã: 5088003,2024.0,Xe mới,Lắp ráp trong nước,SUV,Xăng  2.0 L,Đỏ,Đen,5 chỗ,5 cửa,
Mitsubishi Pajero Sport 2.4D 4x2 AT - 2024, Xe mới,1 Tỷ 30 Triệu,Hà Nội,https://bonbanh.com/xe-mitsubishi-pajero-sport-2.4d-4x2-at-2024-5425765," *Xe nhập khẩu, màu trắng, máy dầu 2.4 L, số tự động ... ",Mã: 5425765,2024.0,Xe mới,Nhập khẩu,SUV,Dầu  2.4 L,Trắng,-,7 chỗ,5 cửa,
Toyota Land Cruiser 3.5 V6 - 2023, Xe mới,4 Tỷ 286 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2023-5378095," *Xe nhập khẩu, màu đen, máy xăng 3.4 L, số tự động ... ",Mã: 5378095,2023.0,Xe mới,Nhập khẩu,SUV,Xăng  3.4 L,Đen,Đen,7 chỗ,5 cửa,
Porsche Macan 2.0 - 2023, Xe cũ,3 Tỷ 399 Triệu,TP HCM,https://bonbanh.com/xe-porsche-macan-2.0-2023-5440055," *Xe nhập khẩu, màu đen, máy xăng 2.0 L, số tự động, đã đi 3,000 km ... ",Mã: 5440055,2023.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  2.0 L,Đen,Đen,5 chỗ,5 cửa,"3,000 Km"
Toyota Corolla Cross 1.8V - 2022, Xe cũ,820 Triệu,TP HCM,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2022-5440014," *Xe nhập khẩu, màu đỏ, máy xăng 1.8 L, số tự động, đã đi 10,000 km ... ",Mã: 5440014,2022.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  1.8 L,Đỏ,Nâu,5 chỗ,5 cửa,"10,000 Km"
BMW 5 Series 530i Luxury Line - 2019, Xe cũ,1 Tỷ 638 Triệu,TP HCM,https://bonbanh.com/xe-bmw-5_series-530i-luxury-line-2019-5451623," *Xe nhập khẩu, màu đen, máy xăng 2.0 L, số tự động, đã đi 16,000 km ... ",Mã: 5451623,2019.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  2.0 L,Đen,Kem,5 chỗ,4 cửa,"16,000 Km"
Toyota Camry 2.5Q - 2024, Xe mới,1 Tỷ 390 Triệu,TP HCM,https://bonbanh.com/xe-toyota-camry-2.5q-2024-5395808," *Xe nhập khẩu, màu trắng, máy xăng 2.5 L, số tự động ... ",Mã: 5395808,2024.0,Xe mới,Nhập khẩu,Sedan,Xăng  2.5 L,Trắng,Kem,5 chỗ,4 cửa,
Mercedes Benz S class S450 - 2023, Xe mới,5 Tỷ 59 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-s_class-s450-2023-4333734," *Xe nhập khẩu, màu trắng, máy xăng 3.0 L, số tự động ... ",Mã: 4333734,2023.0,Xe mới,Nhập khẩu,Sedan,Xăng  3.0 L,Trắng,Kem,5 chỗ,4 cửa,
Toyota Fortuner 2.4G 4x2 AT - 2020, Xe cũ,850 Triệu,TP HCM,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-at-2020-5446227," *Xe lắp ráp trong nước, màu bạc, máy dầu 2.4 L, số tự động, đã đi 90,000 km ... ",Mã: 5446227,2020.0,Xe đã dùng,Lắp ráp trong nước,SUV,Dầu  2.4 L,Bạc,Đen,7 chỗ,5 cửa,"90,000 Km"
Ford Everest Titanium 2.0L 4x2 AT - 2020, Xe cũ,795 Triệu,TP HCM,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2020-5428902," *Xe nhập khẩu, màu bạc, máy dầu 2.0 L, số tự động, đã đi 73,000 km ... ",Mã: 5428902,2020.0,Xe đã dùng,Nhập khẩu,SUV,Dầu  2.0 L,Bạc,Đen,7 chỗ,5 cửa,"73,000 Km"
Kia Carnival Luxury 2.2D - 2023, Xe mới,1 Tỷ 209 Triệu,Hà Nội,https://bonbanh.com/xe-kia-carnival-luxury-2.2d-2023-4915090," *Xe lắp ráp trong nước, màu trắng, máy dầu 2.2 L, số tự động ... ",Mã: 4915090,2023.0,Xe mới,Lắp ráp trong nước,Van/Minivan,Dầu  2.2 L,Trắng,Kem,8 chỗ,5 cửa,
Mazda CX5 2.0 AT - 2017, Xe cũ,525 Triệu,TP HCM,https://bonbanh.com/xe-mazda-cx5-2.0-at-2017-5450028," *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động, đã đi 85,000 km ... ",Mã: 5450028,2017.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.0 L,Đỏ,Đen,5 chỗ,5 cửa,"85,000 Km"
LandRover Range Rover SVAutobiography LWB 3.0 I6 - 2021, Xe cũ,8 Tỷ 800 Triệu,Hà Nội,https://bonbanh.com/xe-landrover-range_rover-svautobiography-lwb-3.0-i6-2021-5076508," *Xe nhập khẩu, màu xám, máy xăng 3.0 L, số tự động, đã đi 20,000 km ... ",Mã: 5076508,2021.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  3.0 L,Xám,Vàng,4 chỗ,5 cửa,"20,000 Km"
Mercedes Benz C class C250 - 2012, Xe cũ,335 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-c_class-c250-2012-5444269," *Xe lắp ráp trong nước, màu đen, máy xăng 1.8 L, số tự động, đã đi 112,000 km ... ",Mã: 5444269,2012.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.8 L,Đen,Đen,5 chỗ,4 cửa,"112,000 Km"
Toyota Innova 2.0G - 2012, Xe cũ,335 Triệu,TP HCM,https://bonbanh.com/xe-toyota-innova-2.0g-2012-5417759," *Xe lắp ráp trong nước, màu bạc, máy xăng 2.0 L, số tự động, đã đi 130,000 km ... ",Mã: 5417759,2012.0,Xe đã dùng,Lắp ráp trong nước,Crossover,Xăng  2.0 L,Bạc,Kem,8 chỗ,5 cửa,"130,000 Km"
Ford Fiesta Titanium 1.5 AT - 2016, Xe cũ,315 Triệu,TP HCM,https://bonbanh.com/xe-ford-fiesta-titanium-1.5-at-2016-5412751," *Xe lắp ráp trong nước, màu bạc, máy xăng 1.5 L, số tự động, đã đi 40,000 km ... ",Mã: 5412751,2016.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Bạc,Kem,5 chỗ,4 cửa,"40,000 Km"
BMW 3 Series 325i - 2008, Xe cũ,320 Triệu,TP HCM,https://bonbanh.com/xe-bmw-3_series-325i-2008-4922028," *Xe nhập khẩu, máy xăng 2.5 L, số tự động, đã đi 90,000 km ... ",Mã: 4922028,2008.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  2.5 L,Nhiều màu,Đen,5 chỗ,4 cửa,"90,000 Km"
Hyundai Terracan 3.5 MT - 2004, Xe cũ,145 Triệu,TP HCM,https://bonbanh.com/xe-hyundai-terracan-3.5-mt-2004-4757833," *Xe nhập khẩu, màu xanh, máy xăng 3.5 L, số tay, đã đi 185,000 km ... ",Mã: 4757833,2004.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  3.5 L,Xanh,Xám,5 chỗ,5 cửa,"185,000 Km"
Ford Everest Ambiente 2.0L 4x2 AT - 2023, Xe mới,1 Tỷ 99 Triệu,TP HCM,https://bonbanh.com/xe-ford-everest-ambiente-2.0l-4x2-at-2023-4523666," *Xe nhập khẩu, màu trắng, máy dầu 2.0 L, số tự động ... ",Mã: 4523666,2023.0,Xe mới,Nhập khẩu,SUV,Dầu  2.0 L,Trắng,Đen,7 chỗ,5 cửa,
Mazda CX5 Premium 2.0 AT - 2023, Xe mới,839 Triệu,Thanh Hóa,https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2023-5377678," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động ... ",Mã: 5377678,2023.0,Xe mới,Lắp ráp trong nước,SUV,Xăng  2.0 L,Đen,Đen,5 chỗ,5 cửa,
Volvo S90 LWB Ultimate B6 AWD - 2023, Xe mới,2 Tỷ 44 Triệu,TP HCM,https://bonbanh.com/xe-volvo-s90-lwb-ultimate-b6-awd-2023-4685990," *Xe nhập khẩu, màu xám, máy xăng 2.0 L, số tự động ... ",Mã: 4685990,2023.0,Xe mới,Nhập khẩu,Sedan,Xăng  2.0 L,Xám,Nâu,5 chỗ,4 cửa,
Ford Fiesta S 1.0 AT Ecoboost - 2014, Xe cũ,360 Triệu,TP HCM,https://bonbanh.com/xe-ford-fiesta-s-1.0-at-ecoboost-2014-5062397," *Xe lắp ráp trong nước, màu đỏ, máy xăng 1.0 L, số tự động, đã đi 77,000 km ... ",Mã: 5062397,2014.0,Xe đã dùng,Lắp ráp trong nước,Hatchback,Xăng  1.0 L,Đỏ,Đen,5 chỗ,5 cửa,"77,000 Km"
Isuzu MU-X Prestige 1.9 4X2 AT - 2023, Xe mới,1 Tỷ 80 Triệu,TP HCM,https://bonbanh.com/xe-isuzu-mu-x-prestige-1.9-4x2-at-2023-5123199," *Xe nhập khẩu, màu trắng, máy dầu 1.9 L, số tự động ... ",Mã: 5123199,2023.0,Xe mới,Nhập khẩu,SUV,Dầu  1.9 L,Trắng,Đồng,7 chỗ,5 cửa,
Lexus GX 550 - 2024, Xe mới,5 Tỷ 970 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-gx-550-2024-5389743," *Xe nhập khẩu, màu trắng, máy xăng , số tự động ... ",Mã: 5389743,2024.0,Xe mới,Nhập khẩu,SUV,Xăng,Trắng,Đen,7 chỗ,0 cửa,
Mitsubishi Attrage 1.2 CVT - 2024, Xe mới,465 Triệu,TP HCM,https://bonbanh.com/xe-mitsubishi-attrage-1.2-cvt-2024-5133621," *Xe nhập khẩu, màu xám, máy xăng 1.2 L, số tự động ... ",Mã: 5133621,2024.0,Xe mới,Nhập khẩu,Sedan,Xăng  1.2 L,Xám,Đen,5 chỗ,4 cửa,
Kia Sorento Signature 2.5 AT AWD - 2020, Xe cũ,899 Triệu,Hà Nội,https://bonbanh.com/xe-kia-sorento-signature-2.5-at-awd-2020-5434425," *Xe lắp ráp trong nước, màu đen, máy xăng 2.5 L, số tự động, đã đi 46,000 km ... ",Mã: 5434425,2020.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.5 L,Đen,Kem,7 chỗ,5 cửa,"46,000 Km"
Ford Everest Titanium 2.0L 4x2 AT - 2024, Xe mới,1 Tỷ 224 Triệu,Hà Nội,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2024-5397390," *Xe nhập khẩu, màu đen, máy dầu 2.0 L, số tự động ... ",Mã: 5397390,2024.0,Xe mới,Nhập khẩu,SUV,Dầu  2.0 L,Đen,Đen,7 chỗ,5 cửa,
Toyota Alphard 2.4 AT - 2024, Xe mới,4 Tỷ 370 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-alphard-2.4-at-2024-5379244," *Xe nhập khẩu, màu đen, máy xăng 2.4 L, số tự động ... ",Mã: 5379244,2024.0,Xe mới,Nhập khẩu,Van/Minivan,Xăng  2.4 L,Đen,Nâu,7 chỗ,5 cửa,
Honda Civic G 1.8 AT - 2020, Xe cũ,575 Triệu,TP HCM,https://bonbanh.com/xe-honda-civic-g-1.8-at-2020-5437062," *Xe nhập khẩu, màu đen, máy xăng 1.8 L, số tự động, đã đi 45,000 km ... ",Mã: 5437062,2020.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  1.8 L,Đen,Đen,5 chỗ,4 cửa,"45,000 Km"
Ford Transit SVP - 2018, Xe cũ,499 Triệu,TP HCM,https://bonbanh.com/xe-ford-transit-svp-2018-5446254," *Xe lắp ráp trong nước, màu đen, máy dầu 2.4 L, số tay, đã đi 66,000 km ... ",Mã: 5446254,2018.0,Xe đã dùng,Lắp ráp trong nước,Van/Minivan,Dầu  2.4 L,Đen,Nâu,16 chỗ,4 cửa,"66,000 Km"
Honda Civic G 1.8 AT - 2019, Xe cũ,575 Triệu,TP HCM,https://bonbanh.com/xe-honda-civic-g-1.8-at-2019-5446238," *Xe nhập khẩu, màu đen, máy xăng 1.8 L, số tự động, đã đi 45,000 km ... ",Mã: 5446238,2019.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  1.8 L,Đen,Đen,5 chỗ,4 cửa,"45,000 Km"
Toyota Camry LE 2.4 - 2007, Xe cũ,286 Triệu,Hải Phòng,https://bonbanh.com/xe-toyota-camry-le-2.4-2007-5453195," *Xe nhập khẩu, màu đen, máy xăng 2.4 L, số tự động, đã đi 180,000 km ... ",Mã: 5453195,2007.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  2.4 L,Đen,Ghi,5 chỗ,4 cửa,"180,000 Km"
Honda City RS 1.5 AT - 2022, Xe cũ,525 Triệu,TP HCM,https://bonbanh.com/xe-honda-city-rs-1.5-at-2022-5402077," *Xe lắp ráp trong nước, màu nâu, máy xăng 1.5 L, số tự động, đã đi 70,000 km ... ",Mã: 5402077,2022.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Nâu,Đen,5 chỗ,4 cửa,"70,000 Km"
Haval H6 HEV - 2023, Xe mới,886 Triệu,TP HCM,https://bonbanh.com/xe-haval-h6-hev-2023-5202411," *Xe nhập khẩu, màu đen, xe hybrid 1.5 L, số tự động ... ",Mã: 5202411,2023.0,Xe mới,Nhập khẩu,SUV,Hybrid  1.5 L,Đen,Đen,5 chỗ,5 cửa,
Mercedes Benz C class C200 Avantgarde Plus - 2022, Xe cũ,1 Tỷ 749 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-plus-2022-5324043," *Xe lắp ráp trong nước, màu đen, máy xăng 1.5 L, số tự động, đã đi 9,000 km ... ",Mã: 5324043,2022.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Đen,Đen,5 chỗ,4 cửa,"9,000 Km"
Volkswagen Viloran Luxury - 2024, Xe mới,2 Tỷ 188 Triệu,Bình Dương,https://bonbanh.com/xe-volkswagen-viloran-luxury-2024-5437208," *Xe nhập khẩu, màu bạc, máy xăng 2.0 L, số tự động ... ",Mã: 5437208,2024.0,Xe mới,Nhập khẩu,Van/Minivan,Xăng  2.0 L,Bạc,Kem,7 chỗ,5 cửa,
Mercedes Benz GLC 300 4Matic - 2017, Xe cũ,1 Tỷ 139 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2017-5399989," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động ... ",Mã: 5399989,2017.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.0 L,Đen,Đen,5 chỗ,5 cửa,0 Km
Mitsubishi Xpander 1.5 AT - 2023, Xe cũ,563 Triệu,Hà Nội,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2023-5426977," *Xe nhập khẩu, màu trắng, máy xăng 1.5 L, số tự động, đã đi 25,000 km ... ",Mã: 5426977,2023.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  1.5 L,Trắng,Nhiều màu,7 chỗ,5 cửa,"25,000 Km"
Isuzu FVM34WE4 tải 15 tấn - 2023, Xe mới,1 Tỷ 920 Triệu,Bình Dương,https://bonbanh.com/xe-isuzu-khac-fvm34we4-tai-15-tan-2023-5339301," *Xe nhập khẩu, màu xanh, máy dầu , số tay ... ",Mã: 5339301,2023.0,Xe mới,Nhập khẩu,Truck,Dầu,Xanh,Đen,3 chỗ,2 cửa,
Toyota Camry 2.5Q - 2019, Xe cũ,799 Triệu,TP HCM,https://bonbanh.com/xe-toyota-camry-2.5q-2019-5376134," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.5 L, số tự động, đã đi 64,000 km ... ",Mã: 5376134,2019.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  2.5 L,Trắng,Nâu,5 chỗ,4 cửa,"64,000 Km"
Toyota Innova 2.0E - 2020, Xe cũ,525 Triệu,TP HCM,https://bonbanh.com/xe-toyota-innova-2.0e-2020-5436664," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tay, đã đi 80,000 km ... ",Mã: 5436664,2020.0,Xe đã dùng,Lắp ráp trong nước,Crossover,Xăng  2.0 L,Trắng,Nâu,8 chỗ,5 cửa,"80,000 Km"
Porsche Panamera 2.9 V6 - 2022, Xe cũ,5 Tỷ 450 Triệu,Hà Nội,https://bonbanh.com/xe-porsche-panamera-2.9-v6-2022-5382958," *Xe nhập khẩu, màu cam, máy xăng 2.9 L, số tự động, đã đi 10,000 km ... ",Mã: 5382958,2022.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  2.9 L,Cam,Đen,4 chỗ,4 cửa,"10,000 Km"
Toyota Camry 2.0Q - 2022, Xe cũ,1 Tỷ 10 Triệu,TP HCM,https://bonbanh.com/xe-toyota-camry-2.0q-2022-5419887," *Xe nhập khẩu, màu đỏ, máy xăng 2.0 L, số tự động, đã đi 42,458 km ... ",Mã: 5419887,2022.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  2.0 L,Đỏ,Kem,5 chỗ,4 cửa,"42,458 Km"
Toyota Innova Cross HEV 2.0 CVT - 2023, Xe mới,990 Triệu,Bình Dương,https://bonbanh.com/xe-toyota-innova-cross-hev-2.0-cvt-2023-5285816," *Xe nhập khẩu, màu bạc, xe hybrid 2.0 L, số tự động ... ",Mã: 5285816,2023.0,Xe mới,Nhập khẩu,Crossover,Hybrid  2.0 L,Bạc,Nhiều màu,7 chỗ,5 cửa,
Hyundai Accent 1.4 MT - 2018, Xe cũ,325 Triệu,Đà Nẵng,https://bonbanh.com/xe-hyundai-accent-1.4-mt-2018-5453638," *Xe lắp ráp trong nước, màu bạc, máy xăng 1.4 L, số tay, đã đi 78,000 km ... ",Mã: 5453638,2018.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.4 L,Bạc,Nhiều màu,5 chỗ,4 cửa,"78,000 Km"
Mercedes Benz C class C200 Exclusive - 2021, Xe cũ,1 Tỷ 199 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-c_class-c200-exclusive-2021-5243392," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động, đã đi 18,000 km ... ",Mã: 5243392,2021.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Đen,Kem,5 chỗ,4 cửa,"18,000 Km"
Ford Territory Titanium X 1.5 AT - 2023, Xe mới,850 Triệu,TP HCM,https://bonbanh.com/xe-ford-territory-titanium-x-1.5-at-2023-5287646," *Xe lắp ráp trong nước, màu đen, máy xăng 1.5 L, số tự động ... ",Mã: 5287646,2023.0,Xe mới,Lắp ráp trong nước,SUV,Xăng  1.5 L,Đen,Đen,5 chỗ,5 cửa,
Toyota Vios G 1.5 CVT - 2022, Xe cũ,490 Triệu,TP HCM,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2022-5374249," *Xe lắp ráp trong nước, màu bạc, máy xăng 1.5 L, số tự động, đã đi 73,079 km ... ",Mã: 5374249,2022.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Bạc,Kem,5 chỗ,4 cửa,"73,079 Km"
Mazda CX5 Luxury 2.0 AT - 2022, Xe cũ,788 Triệu,Hải Phòng,https://bonbanh.com/xe-mazda-cx5-luxury-2.0-at-2022-5434354," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, đã đi 8,000 km ... ",Mã: 5434354,2022.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.0 L,Trắng,Đen,5 chỗ,5 cửa,"8,000 Km"
Mercedes Benz GLC 300 4Matic - 2022, Xe cũ,1 Tỷ 918 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-5443910," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động, đã đi 15,000 km ... ",Mã: 5443910,2022.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.0 L,Đen,Đen,5 chỗ,5 cửa,"15,000 Km"
Toyota Yaris Cross HEV 1.5 CVT - 2023, Xe mới,838 Triệu,TP HCM,https://bonbanh.com/xe-toyota-yaris-cross-hev-1.5-cvt-2023-5214897," *Xe nhập khẩu, màu đỏ, xe hybrid 1.5 L, số tự động ... ",Mã: 5214897,2023.0,Xe mới,Nhập khẩu,SUV,Hybrid  1.5 L,Đỏ,Đen,5 chỗ,5 cửa,
Toyota Wigo G 1.2 AT - 2024, Xe mới,405 Triệu,Cần Thơ,https://bonbanh.com/xe-toyota-wigo-g-1.2-at-2024-5031137," *Xe nhập khẩu, màu đỏ, máy xăng 1.2 L, số tự động ... ",Mã: 5031137,2024.0,Xe mới,Nhập khẩu,Hatchback,Xăng  1.2 L,Đỏ,Đen,5 chỗ,5 cửa,
Toyota Yaris Cross HEV 1.5 CVT - 2024, Xe mới,765 Triệu,TP HCM,https://bonbanh.com/xe-toyota-yaris-cross-hev-1.5-cvt-2024-5291921," *Xe nhập khẩu, màu xanh, xe hybrid 1.5 L, số tự động ... ",Mã: 5291921,2024.0,Xe mới,Nhập khẩu,SUV,Hybrid  1.5 L,Xanh,Đen,5 chỗ,5 cửa,
Volkswagen Passat 1.8TSI - 2016, Xe cũ,628 Triệu,Hà Nội,https://bonbanh.com/xe-volkswagen-passat-1.8tsi-2016-5346322," *Xe nhập khẩu, màu xanh, máy xăng 1.8 L, số tự động, đã đi 130,000 km ... ",Mã: 5346322,2016.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  1.8 L,Xanh,Kem,5 chỗ,4 cửa,"130,000 Km"
Volkswagen Viloran Luxury - 2023, Xe mới,2 Tỷ 188 Triệu,Bình Dương,https://bonbanh.com/xe-volkswagen-viloran-luxury-2023-5417438," *Xe nhập khẩu, màu đen, máy xăng 2.0 L, số tự động ... ",Mã: 5417438,2023.0,Xe mới,Nhập khẩu,Van/Minivan,Xăng  2.0 L,Đen,Kem,7 chỗ,5 cửa,
Lamborghini Urus 4.0 V8 - 2022, Xe cũ,22 Tỷ 999 Triệu,Hà Nội,https://bonbanh.com/xe-lamborghini-urus-4.0-v8-2022-5142232," *Xe nhập khẩu, màu đen, máy xăng 4.0 L, số tự động, đã đi 1,399 km ... ",Mã: 5142232,2022.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  4.0 L,Đen,Đỏ,4 chỗ,5 cửa,"1,399 Km"
