Name,Condition,Price,Location,Link,Description,Car_code,Năm sản xuất:,Tình trạng:,Số Km đã đi:,Xuất xứ:,Kiểu dáng:,Động cơ:,Màu ngoại thất:,Màu nội thất:,Số chỗ ngồi:,Số cửa:
Toyota Innova 2.0G - 2017, Xe cũ,510 Triệu,TP HCM,https://bonbanh.com/xe-toyota-innova-2.0g-2017-5404301," *Xe lắp ráp trong nước, màu đồng, máy xăng 2.0 L, số tự động, đã đi 90,000 km ... ",Mã: 5404301,2017.0,Xe đã dùng,"90,000 Km",Lắp ráp trong nước,Crossover,Xăng  2.0 L,Đồng,Nâu,8 chỗ,5 cửa
Volkswagen Teramont X 2.0 AT - 2023, Xe mới,2 Tỷ 168 Triệu,TP HCM,https://bonbanh.com/xe-volkswagen-teramont-x-2.0-at-2023-5347007," *Xe nhập khẩu, màu đen, máy xăng 2.0 L, số tự động ... ",Mã: 5347007,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng  2.0 L,Đen,Nhiều màu,5 chỗ,5 cửa
Kia Sorento 2.4 GAT Premium - 2019, Xe cũ,629 Triệu,Đà Nẵng,https://bonbanh.com/xe-kia-sorento-2.4-gat-premium-2019-5433055," *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.4 L, số tự động, đã đi 60,000 km ... ",Mã: 5433055,2019.0,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,SUV,Xăng  2.4 L,Đỏ,Kem,7 chỗ,5 cửa
Mercedes Benz GLA class GLA 200 - 2016, Xe cũ,685 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-gla_class-gla-200-2016-5399212," *Xe nhập khẩu, màu trắng, máy xăng 1.6 L, số tự động ... ",Mã: 5399212,2016.0,Xe đã dùng,0 Km,Nhập khẩu,SUV,Xăng  1.6 L,Trắng,Đen,5 chỗ,5 cửa
Mercedes Benz C class C250 Exclusive - 2015, Xe cũ,750 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-c_class-c250-exclusive-2015-5178792," *Xe lắp ráp trong nước, màu kem, máy xăng 2.0 L, số tự động, đã đi 108,000 km ... ",Mã: 5178792,2015.0,Xe đã dùng,"108,000 Km",Lắp ráp trong nước,Sedan,Xăng  2.0 L,Kem,Kem,5 chỗ,4 cửa
Toyota Land Cruiser VX 4.6 V8 - 2015, Xe cũ,2 Tỷ 240 Triệu,Đà Nẵng,https://bonbanh.com/xe-toyota-land_cruiser-vx-4.6-v8-2015-5406291," *Xe nhập khẩu, màu đen, máy xăng 4.6 L, số tự động, đã đi 110,000 km ... ",Mã: 5406291,2015.0,Xe đã dùng,"110,000 Km",Nhập khẩu,SUV,Xăng  4.6 L,Đen,Đen,8 chỗ,5 cửa
Lexus ES 250 - 2021, Xe cũ,2 Tỷ 250 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-es-250-2021-5427781," *Xe nhập khẩu, màu đen, máy xăng 2.5 L, số tự động, đã đi 24,000 km ... ",Mã: 5427781,2021.0,Xe đã dùng,"24,000 Km",Nhập khẩu,Sedan,Xăng  2.5 L,Đen,Nâu,5 chỗ,4 cửa
Suzuki Vitara 1.6 AT - 2016, Xe cũ,438 Triệu,TP HCM,https://bonbanh.com/xe-suzuki-vitara-1.6-at-2016-5439480," *Xe nhập khẩu, màu đen, máy xăng 1.6 L, số tự động, đã đi 50,000 km ... ",Mã: 5439480,2016.0,Xe đã dùng,"50,000 Km",Nhập khẩu,SUV,Xăng  1.6 L,Đen,Đen,5 chỗ,5 cửa
Mercedes Benz GLC 200 4Matic - 2022, Xe cũ,1 Tỷ 799 Triệu,Hải Phòng,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2022-5259046," *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động ... ",Mã: 5259046,2022.0,Xe đã dùng,0 Km,Lắp ráp trong nước,SUV,Xăng  2.0 L,Đỏ,Kem,5 chỗ,5 cửa
Kia Pride Beta - 2001, Xe cũ,29 Triệu,Cần Thơ,https://bonbanh.com/xe-kia-pride-beta-2001-5405832," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.3 L, số tay ... ",Mã: 5405832,2001.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Xăng  1.3 L,Trắng,Ghi,5 chỗ,4 cửa
Toyota Raize G 1.0 CVT - 2021, Xe cũ,499 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2021-5394566," *Xe nhập khẩu, màu đỏ, máy xăng 1.0 L, số tự động, đã đi 22,000 km ... ",Mã: 5394566,2021.0,Xe đã dùng,"22,000 Km",Nhập khẩu,SUV,Xăng  1.0 L,Đỏ,Đen,5 chỗ,5 cửa
Ford Ranger Raptor 2.0L 4x4 AT - 2021, Xe cũ,955 Triệu,Hà Nội,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2021-5432200," *Xe nhập khẩu, màu xanh, máy dầu 2.0 L, số tự động, đã đi 40,000 km ... ",Mã: 5432200,2021.0,Xe đã dùng,"40,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu  2.0 L,Xanh,Đen,5 chỗ,4 cửa
Ford EcoSport Trend 1.5L MT - 2017, Xe cũ,298 Triệu,Hải Phòng,https://bonbanh.com/xe-ford-ecosport-trend-1.5l-mt-2017-5433964," *Xe lắp ráp trong nước, màu ghi, máy xăng 1.5 L, số tay, đã đi 120,000 km ... ",Mã: 5433964,2017.0,Xe đã dùng,"120,000 Km",Lắp ráp trong nước,SUV,Xăng  1.5 L,Ghi,Đen,5 chỗ,5 cửa
Toyota Prado VX 2.7L - 2021, Xe cũ,2 Tỷ 620 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2021-5428926," *Xe nhập khẩu, màu trắng, máy xăng 2.7 L, số tự động, đã đi 36,000 km ... ",Mã: 5428926,2021.0,Xe đã dùng,"36,000 Km",Nhập khẩu,SUV,Xăng  2.7 L,Trắng,Kem,7 chỗ,5 cửa
Mitsubishi Triton 4x2 AT - 2019, Xe cũ,465 Triệu,Hà Nội,https://bonbanh.com/xe-mitsubishi-triton-4x2-at-2019-5423861," *Xe nhập khẩu, màu xám, máy dầu 2.5 L, số tự động, đã đi 70,000 km ... ",Mã: 5423861,2019.0,Xe đã dùng,"70,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu  2.5 L,Xám,Đen,5 chỗ,4 cửa
Toyota Wigo 1.2G MT - 2019, Xe cũ,270 Triệu,Phú Thọ,https://bonbanh.com/xe-toyota-wigo-1.2g-mt-2019-5424231," *Xe nhập khẩu, màu đỏ, máy xăng 1.2 L, số tay, đã đi 33,000 km ... ",Mã: 5424231,2019.0,Xe đã dùng,"33,000 Km",Nhập khẩu,Hatchback,Xăng  1.2 L,Đỏ,Đen,5 chỗ,5 cửa
Toyota Rush 1.5S AT - 2020, Xe cũ,540 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-rush-1.5s-at-2020-5422184," *Xe nhập khẩu, màu đỏ, máy xăng 1.5 L, số tự động, đã đi 50,000 km ... ",Mã: 5422184,2020.0,Xe đã dùng,"50,000 Km",Nhập khẩu,SUV,Xăng  1.5 L,Đỏ,Đen,7 chỗ,5 cửa
Toyota Innova G - 2011, Xe cũ,290 Triệu,Đăk Lăk,https://bonbanh.com/xe-toyota-innova-g-2011-5327890," *Xe lắp ráp trong nước, màu bạc, máy xăng 2.0 L, số tay, đã đi 140,401 km ... ",Mã: 5327890,2011.0,Xe đã dùng,"140,401 Km",Lắp ráp trong nước,Crossover,Xăng  2.0 L,Bạc,Kem,8 chỗ,5 cửa
Toyota Innova 2.0E - 2019, Xe cũ,530 Triệu,Đồng Nai,https://bonbanh.com/xe-toyota-innova-2.0e-2019-5413578," *Xe lắp ráp trong nước, màu bạc, máy xăng 2.0 L, số tay, đã đi 150,000 km ... ",Mã: 5413578,2019.0,Xe đã dùng,"150,000 Km",Lắp ráp trong nước,Crossover,Xăng  2.0 L,Bạc,Đen,8 chỗ,5 cửa
Audi A8 L 4.2 Quattro - 2011, Xe cũ,1 Tỷ 80 Triệu,TP HCM,https://bonbanh.com/xe-audi-a8-l-4.2-quattro-2011-5435484," *Xe nhập khẩu, màu trắng, máy xăng 4.2 L, số tự động, đã đi 86,000 km ... ",Mã: 5435484,2011.0,Xe đã dùng,"86,000 Km",Nhập khẩu,Sedan,Xăng  4.2 L,Trắng,Kem,5 chỗ,4 cửa
Hyundai i10 Grand 1.2 MT Base - 2020, Xe cũ,275 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-i10-grand-1.2-mt-base-2020-5389210," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.25 L, số tay ... ",Mã: 5389210,2020.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Xăng  1.25 L,Trắng,Nâu,5 chỗ,4 cửa
Mercedes Benz C class C300 AMG - 2020, Xe cũ,1 Tỷ 299 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2020-5440423," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động, đã đi 39,000 km ... ",Mã: 5440423,2020.0,Xe đã dùng,"39,000 Km",Lắp ráp trong nước,Sedan,Xăng  2.0 L,Đen,Nâu,5 chỗ,4 cửa
Lexus RX 350 AWD - 2012, Xe cũ,1 Tỷ 350 Triệu,TP HCM,https://bonbanh.com/xe-lexus-rx-350-awd-2012-5383842," *Xe nhập khẩu, màu trắng, máy xăng 3.5 L, số tự động ... ",Mã: 5383842,2012.0,Xe đã dùng,0 Km,Nhập khẩu,SUV,Xăng  3.5 L,Trắng,Kem,5 chỗ,5 cửa
Ford Ranger Wildtrak 3.2L 4x4 AT - 2016, Xe cũ,639 Triệu,Hà Nội,https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2016-5323727," *Xe nhập khẩu, màu cam, máy dầu 3.2 L, số tự động, đã đi 49,000 km ... ",Mã: 5323727,2016.0,Xe đã dùng,"49,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu  3.2 L,Cam,Nhiều màu,5 chỗ,4 cửa
Lexus ES 250 - 2021, Xe cũ,2 Tỷ 250 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-es-250-2021-5415028," *Xe nhập khẩu, màu đen, máy xăng 2.5 L, số tự động, đã đi 2,200 km ... ",Mã: 5415028,2021.0,Xe đã dùng,"2,200 Km",Nhập khẩu,Sedan,Xăng  2.5 L,Đen,Nâu,5 chỗ,4 cửa
Toyota Camry 2.0Q - 2023, Xe mới,1 Tỷ 185 Triệu,TP HCM,https://bonbanh.com/xe-toyota-camry-2.0q-2023-4227604," *Xe nhập khẩu, màu đen, máy xăng 2.0 L, số tự động ... ",Mã: 4227604,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng  2.0 L,Đen,Kem,5 chỗ,4 cửa
Toyota Corolla Cross 1.8V - 2022, Xe cũ,816 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2022-5366454," *Xe nhập khẩu, màu trắng, máy xăng 1.8 L, số tự động, đã đi 8,600 km ... ",Mã: 5366454,2022.0,Xe đã dùng,"8,600 Km",Nhập khẩu,SUV,Xăng  1.8 L,Trắng,Đen,5 chỗ,5 cửa
BMW X5 xDrive35i - 2014, Xe cũ,1 Tỷ 400 Triệu,Hải Phòng,https://bonbanh.com/xe-bmw-x5-xdrive35i-2014-5193610," *Xe nhập khẩu, màu đen, máy xăng 3.0 L, số tự động, đã đi 140,000 km ... ",Mã: 5193610,2014.0,Xe đã dùng,"140,000 Km",Nhập khẩu,SUV,Xăng  3.0 L,Đen,Nâu,7 chỗ,5 cửa
Toyota Innova 2.0V - 2016, Xe cũ,535 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-innova-2.0v-2016-5426881," *Xe lắp ráp trong nước, màu đồng, máy xăng 2.0 L, số tự động, đã đi 120,000 km ... ",Mã: 5426881,2016.0,Xe đã dùng,"120,000 Km",Lắp ráp trong nước,Crossover,Xăng  2.0 L,Đồng,Nâu,7 chỗ,5 cửa
Mazda 3 1.6 AT - 2010, Xe cũ,264 Triệu,Hà Nội,https://bonbanh.com/xe-mazda-3-1.6-at-2010-5437505," *Xe nhập khẩu, màu trắng, máy xăng 1.6 L, số tự động, đã đi 11,000 km ... ",Mã: 5437505,2010.0,Xe đã dùng,"11,000 Km",Nhập khẩu,Sedan,Xăng  1.6 L,Trắng,Ghi,5 chỗ,4 cửa
Mitsubishi Xpander 1.5 AT - 2020, Xe cũ,535 Triệu,Hà Nội,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2020-5438537," *Xe nhập khẩu, màu trắng, máy xăng 1.5 L, số tự động, đã đi 20,000 km ... ",Mã: 5438537,2020.0,Xe đã dùng,"20,000 Km",Nhập khẩu,SUV,Xăng  1.5 L,Trắng,Đen,7 chỗ,5 cửa
Toyota Camry LE 2.4 - 2008, Xe cũ,359 Triệu,Đồng Nai,https://bonbanh.com/xe-toyota-camry-le-2.4-2008-5344175," *Xe nhập khẩu, màu đen, máy xăng 2.4 L, số tự động, đã đi 116,000 km ... ",Mã: 5344175,2008.0,Xe đã dùng,"116,000 Km",Nhập khẩu,Sedan,Xăng  2.4 L,Đen,Đen,5 chỗ,4 cửa
Mazda 3 1.5 AT - 2016, Xe cũ,415 Triệu,Hà Nội,https://bonbanh.com/xe-mazda-3-1.5-at-2016-5443531," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động, đã đi 74,000 km ... ",Mã: 5443531,2016.0,Xe đã dùng,"74,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Trắng,Đen,5 chỗ,4 cửa
Mazda CX5 Luxury 2.0 AT - 2021, Xe cũ,746 Triệu,Hưng Yên,https://bonbanh.com/xe-mazda-cx5-luxury-2.0-at-2021-5399377," *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động, đã đi 50,200 km ... ",Mã: 5399377,2021.0,Xe đã dùng,"50,200 Km",Lắp ráp trong nước,SUV,Xăng  2.0 L,Đỏ,Đen,5 chỗ,5 cửa
Mercedes Benz C class C300 AMG - 2016, Xe cũ,830 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2016-5154969," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động, đã đi 82,000 km ... ",Mã: 5154969,2016.0,Xe đã dùng,"82,000 Km",Lắp ráp trong nước,Sedan,Xăng  2.0 L,Đen,Đen,5 chỗ,4 cửa
Toyota Camry 3.5Q - 2011, Xe cũ,480 Triệu,TP HCM,https://bonbanh.com/xe-toyota-camry-3.5q-2011-5426448," *Xe lắp ráp trong nước, màu đen, máy xăng 3.5 L, số tự động, đã đi 79,000 km ... ",Mã: 5426448,2011.0,Xe đã dùng,"79,000 Km",Lắp ráp trong nước,Sedan,Xăng  3.5 L,Đen,Đen,5 chỗ,4 cửa
Mazda CX5 2.0 AT - 2018, Xe cũ,620 Triệu,TP HCM,https://bonbanh.com/xe-mazda-cx5-2.0-at-2018-5416991," *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động, đã đi 65,000 km ... ",Mã: 5416991,2018.0,Xe đã dùng,"65,000 Km",Lắp ráp trong nước,SUV,Xăng  2.0 L,Đỏ,Đen,5 chỗ,5 cửa
Ford Everest Titanium 2.0L 4x2 AT - 2022, Xe cũ,1 Tỷ 210 Triệu,TP HCM,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2022-5415526," *Xe nhập khẩu, màu đỏ, máy dầu 2.0 L, số tự động, đã đi 40,000 km ... ",Mã: 5415526,2022.0,Xe đã dùng,"40,000 Km",Nhập khẩu,SUV,Dầu  2.0 L,Đỏ,Đen,7 chỗ,5 cửa
Subaru Forester 2.0i-S EyeSight - 2022, Xe cũ,870 Triệu,Hà Nội,https://bonbanh.com/xe-subaru-forester-2.0i-s-eyesight-2022-5356403," *Xe nhập khẩu, màu xanh, máy xăng 2.0 L, số tự động, đã đi 40,000 km ... ",Mã: 5356403,2022.0,Xe đã dùng,"40,000 Km",Nhập khẩu,SUV,Xăng  2.0 L,Xanh,Đen,5 chỗ,5 cửa
Kia Cerato 2.0 AT Premium - 2021, Xe cũ,538 Triệu,Hải Phòng,https://bonbanh.com/xe-kia-cerato-2.0-at-premium-2021-5435655," *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động, đã đi 20,000 km ... ",Mã: 5435655,2021.0,Xe đã dùng,"20,000 Km",Lắp ráp trong nước,Sedan,Xăng  2.0 L,Đỏ,Nhiều màu,5 chỗ,4 cửa
BMW 7 Series 735i Pure Excellence - 2023, Xe mới,4 Tỷ 739 Triệu,Hà Nội,https://bonbanh.com/xe-bmw-7_series-735i-pure-excellence-2023-5201073," *Xe nhập khẩu, màu đen, máy xăng 3.0 L, số tự động ... ",Mã: 5201073,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng  3.0 L,Đen,Nâu,5 chỗ,4 cửa
VinFast Lux SA 2.0 Premium 2.0 AT - 2021, Xe cũ,875 Triệu,Hà Nội,https://bonbanh.com/xe-vinfast-lux_sa_2.0-premium-2.0-at-2021-5431084," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động, đã đi 30,000 km ... ",Mã: 5431084,2021.0,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,SUV,Xăng  2.0 L,Đen,Nâu,7 chỗ,5 cửa
Honda CRV 2.4 AT - 2014, Xe cũ,490 Triệu,Hà Nội,https://bonbanh.com/xe-honda-crv-2.4-at-2014-5440368," *Xe lắp ráp trong nước, màu ghi, máy xăng 2.4 L, số tự động, đã đi 70,000 km ... ",Mã: 5440368,2014.0,Xe đã dùng,"70,000 Km",Lắp ráp trong nước,SUV,Xăng  2.4 L,Ghi,Đen,5 chỗ,5 cửa
Peugeot 5008 1.6 AT - 2013, Xe cũ,345 Triệu,TP HCM,https://bonbanh.com/xe-peugeot-5008-1.6-at-2013-5320829," *Xe nhập khẩu, màu trắng, máy xăng 1.6 L, số tự động, đã đi 66,000 km ... ",Mã: 5320829,2013.0,Xe đã dùng,"66,000 Km",Nhập khẩu,SUV,Xăng  1.6 L,Trắng,Đen,7 chỗ,5 cửa
Mercedes Benz CLA class CLA 45 AMG 4Matic - 2017, Xe cũ,1 Tỷ 199 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-cla_class-cla-45-amg-4matic-2017-5432986," *Xe nhập khẩu, màu trắng, máy xăng 2.0 L, số tự động, đã đi 39,000 km ... ",Mã: 5432986,2017.0,Xe đã dùng,"39,000 Km",Nhập khẩu,Sedan,Xăng  2.0 L,Trắng,Đen,5 chỗ,4 cửa
Mercedes Benz GLK Class GLK220 CDI 4Matic - 2013, Xe cũ,635 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glk_class-glk220-cdi-4matic-2013-5435587," *Xe lắp ráp trong nước, màu trắng, máy dầu 2.1 L, số tự động, đã đi 140,000 km ... ",Mã: 5435587,2013.0,Xe đã dùng,"140,000 Km",Lắp ráp trong nước,SUV,Dầu  2.1 L,Trắng,Nâu,5 chỗ,5 cửa
Honda City RS 1.5 AT - 2022, Xe cũ,550 Triệu,Hà Nội,https://bonbanh.com/xe-honda-city-rs-1.5-at-2022-5421887," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động, đã đi 39,000 km ... ",Mã: 5421887,2022.0,Xe đã dùng,"39,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Trắng,Đen,5 chỗ,4 cửa
Lexus RX 450h - 2015, Xe cũ,2 Tỷ 220 Triệu,TP HCM,https://bonbanh.com/xe-lexus-rx-450h-2015-5163001," *Xe nhập khẩu, màu đen, xe hybrid 3.5 L, số tự động, đã đi 57,000 km ... ",Mã: 5163001,2015.0,Xe đã dùng,"57,000 Km",Nhập khẩu,SUV,Hybrid  3.5 L,Đen,Đen,5 chỗ,5 cửa
Hyundai SantaFe Cao cấp 2.5L HTRAC - 2022, Xe cũ,1 Tỷ 150 Triệu,Hải Phòng,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.5l-htrac-2022-5425627," *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.5 L, số tự động, đã đi 20,000 km ... ",Mã: 5425627,2022.0,Xe đã dùng,"20,000 Km",Lắp ráp trong nước,SUV,Xăng  2.5 L,Đỏ,Nâu,7 chỗ,5 cửa
LandRover Discovery HSE Luxury - 2015, Xe cũ,990 Triệu,Hà Nội,https://bonbanh.com/xe-landrover-discovery-hse-luxury-2015-5381753," *Xe nhập khẩu, màu trắng, máy xăng 3.0 L, số tự động, đã đi 64,000 km ... ",Mã: 5381753,2015.0,Xe đã dùng,"64,000 Km",Nhập khẩu,SUV,Xăng  3.0 L,Trắng,Nâu,7 chỗ,5 cửa
Mercedes Benz GLC 300 4Matic - 2020, Xe cũ,1 Tỷ 695 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2020-5419967," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động, đã đi 46,000 km ... ",Mã: 5419967,2020.0,Xe đã dùng,"46,000 Km",Lắp ráp trong nước,SUV,Xăng  2.0 L,Đen,Đen,5 chỗ,5 cửa
Toyota Fortuner 2.4G 4x2 MT - 2017, Xe cũ,725 Triệu,Đăk Lăk,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2017-5434106," *Xe nhập khẩu, màu nâu, máy dầu 2.4 L, số tay, đã đi 58,000 km ... ",Mã: 5434106,2017.0,Xe đã dùng,"58,000 Km",Nhập khẩu,SUV,Dầu  2.4 L,Nâu,Nâu,7 chỗ,5 cửa
Toyota Corolla Cross 1.8V - 2020, Xe cũ,745 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2020-5360500," *Xe nhập khẩu, màu đỏ, máy xăng 1.8 L, số tự động, đã đi 76,000 km ... ",Mã: 5360500,2020.0,Xe đã dùng,"76,000 Km",Nhập khẩu,SUV,Xăng  1.8 L,Đỏ,Nâu,5 chỗ,5 cửa
Honda City 1.5 AT - 2014, Xe cũ,325 Triệu,Hà Nội,https://bonbanh.com/xe-honda-city-1.5-at-2014-5424747," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động, đã đi 90,000 km ... ",Mã: 5424747,2014.0,Xe đã dùng,"90,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Trắng,Đen,5 chỗ,4 cửa
Toyota Fortuner 2.4G 4x2 MT - 2018, Xe cũ,688 Triệu,Ninh Bình,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2018-5405545," *Xe nhập khẩu, màu ghi, máy dầu 2.4 L, số tay, đã đi 70,000 km ... ",Mã: 5405545,2018.0,Xe đã dùng,"70,000 Km",Nhập khẩu,SUV,Dầu  2.4 L,Ghi,Đen,7 chỗ,5 cửa
LandRover Range Rover Autobiography LWB 5.0 - 2016, Xe cũ,3 Tỷ 799 Triệu,Hà Nội,https://bonbanh.com/xe-landrover-range_rover-autobiography-lwb-5.0-2016-5324431," *Xe nhập khẩu, màu đen, máy xăng 5.0 L, số tự động ... ",Mã: 5324431,2016.0,Xe đã dùng,0 Km,Nhập khẩu,SUV,Xăng  5.0 L,Đen,Đỏ,4 chỗ,5 cửa
VinFast VF9 Plus - 2023, Xe cũ,1 Tỷ 250 Triệu,Hà Nội,https://bonbanh.com/xe-vinfast-vf9-plus-2023-5217146," *Xe lắp ráp trong nước, màu trắng, xe điện , số tự động, đã đi 8,000 km ... ",Mã: 5217146,2023.0,Xe đã dùng,"8,000 Km",Lắp ráp trong nước,SUV,Điện  0.2 L,Trắng,Đen,6 chỗ,5 cửa
Mazda 3 1.5 AT - 2018, Xe cũ,486 Triệu,Hà Nội,https://bonbanh.com/xe-mazda-3-1.5-at-2018-5408482," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động, đã đi 63,000 km ... ",Mã: 5408482,2018.0,Xe đã dùng,"63,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Trắng,Kem,5 chỗ,4 cửa
Kia Morning Luxury - 2022, Xe cũ,350 Triệu,Đà Nẵng,https://bonbanh.com/xe-kia-morning-luxury-2022-5434876," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.25 L, số tự động, đã đi 19,000 km ... ",Mã: 5434876,2022.0,Xe đã dùng,"19,000 Km",Lắp ráp trong nước,Hatchback,Xăng  1.25 L,Trắng,Kem,5 chỗ,5 cửa
Toyota Vios G 1.5 CVT - 2022, Xe cũ,516 Triệu,TP HCM,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2022-5430938," *Xe lắp ráp trong nước, màu vàng, máy xăng 1.5 L, số tự động, đã đi 9,000 km ... ",Mã: 5430938,2022.0,Xe đã dùng,"9,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Vàng,Kem,5 chỗ,4 cửa
Kia Morning Si AT - 2016, Xe cũ,269 Triệu,Bà Rịa Vũng Tàu,https://bonbanh.com/xe-kia-morning-si-at-2016-5450828," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.25 L, số tự động, đã đi 73,000 km ... ",Mã: 5450828,2016.0,Xe đã dùng,"73,000 Km",Lắp ráp trong nước,Hatchback,Xăng  1.25 L,Trắng,Nâu,5 chỗ,5 cửa
Kia Seltos Premium 1.4 AT - 2020, Xe cũ,599 Triệu,Hà Nội,https://bonbanh.com/xe-kia-seltos-premium-1.4-at-2020-5409474," *Xe lắp ráp trong nước, màu vàng, máy xăng 1.4 L, số tự động, đã đi 30,000 km ... ",Mã: 5409474,2020.0,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,Crossover,Xăng  1.4 L,Vàng,Kem,5 chỗ,5 cửa
Toyota Fortuner 2.7V 4x4 AT - 2010, Xe cũ,335 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x4-at-2010-5401915," *Xe lắp ráp trong nước, màu đen, máy xăng 2.7 L, số tự động, đã đi 120,000 km ... ",Mã: 5401915,2010.0,Xe đã dùng,"120,000 Km",Lắp ráp trong nước,SUV,Xăng  2.7 L,Đen,Kem,7 chỗ,5 cửa
Toyota Fortuner 2.4G 4x2 AT - 2021, Xe cũ,980 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-at-2021-5418828," *Xe lắp ráp trong nước, màu trắng, máy dầu 2.4 L, số tự động ... ",Mã: 5418828,2021.0,Xe đã dùng,0 Km,Lắp ráp trong nước,SUV,Dầu  2.4 L,Trắng,Đen,7 chỗ,5 cửa
Ford Everest 2.5L 4x2 MT - 2006, Xe cũ,300 Triệu,Hà Nội,https://bonbanh.com/xe-ford-everest-2.5l-4x2-mt-2006-5375410," *Xe lắp ráp trong nước, màu đỏ, máy dầu 2.5 L, số tay, đã đi 60,000 km ... ",Mã: 5375410,2006.0,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,SUV,Dầu  2.5 L,Đỏ,Kem,7 chỗ,5 cửa
Chevrolet Trailblazer LTZ 2.5L VGT 4x4 AT - 2019, Xe cũ,758 Triệu,Hà Nội,https://bonbanh.com/xe-chevrolet-trailblazer-ltz-2.5l-vgt-4x4-at-2019-5410452," *Xe nhập khẩu, màu đen, máy dầu 2.5 L, số tự động, đã đi 52,856 km ... ",Mã: 5410452,2019.0,Xe đã dùng,"52,856 Km",Nhập khẩu,SUV,Dầu  2.5 L,Đen,Đen,7 chỗ,5 cửa
